"","at_12_1_A","at_12_2_A","at_12_3_A","at_12_4_A","at_12_5_A","at_12_6_A","at_12_7_A","at_12_8_A","at_12_9_A","at_12_10_A","at_12_11_A","at_12_12_A"
"AT1G05690",4.08369869036439,2.39276514865174,1.25173813208663,1.49817115889202,2.16115565885924,3.35318678267547,3.6760959284772,2.44961538365286,1.3120397889116,1.5131741408495,2.5321590554544,3.34565128428422
"AT1G06040",8.57741079517595,7.95705573680891,6.68979460535808,5.69198327814052,3.91761099571143,5.96118655249312,8.17258018630817,7.8356004525824,6.61681908731387,5.58879004493639,3.89698666159243,6.13254259646165
"AT1G06460",5.27985425208493,7.17764441390698,8.37772466562667,6.9268687261068,5.75751552755397,5.22027831854347,4.98277647661955,7.21457017963,8.22410776713544,6.8096279153075,5.67222821838954,5.02699128237645
"AT1G06570",7.16606559557723,5.75181502096926,3.77289747420203,3.59070956549636,3.8437461254722,4.7521167585899,6.51294170204133,5.40383437054016,3.51294749822978,3.87819069434312,4.2137695126841,5.34834018057647
"AT1G07050",1.08068268308965,3.49719693527558,6.5292630806737,5.40353793207938,3.39150105105397,1.76876469337843,1.07507552641117,4.06083519231623,6.388472451716,5.17779040623842,3.09111903133117,1.73616998156597
"AT1G07180",7.55922016607998,7.56873187009467,6.22217076194547,4.15572731704248,4.63025942985194,6.41874826750492,7.63242732488334,7.29981063825387,5.56600576830996,4.49731357042767,4.7631621002383,6.40673484119573
"AT1G08650",4.72343373086775,4.75401333397196,3.91741655454599,3.1870906465835,2.34310501030015,2.35792690629234,4.0696946587267,4.649336951229,4.15076115831118,3.27069085823171,2.40424600929434,2.17794084959568
"AT1G10370",7.12041004205015,8.49112709234763,6.16054850401366,6.26655172107419,5.99034808572268,6.96448096825476,7.67439022535405,7.49663661190036,5.20864204229519,5.42750889344178,5.23068784993894,5.7348537120472
"AT1G10550",2.08478926100063,0.264801633920966,-0.34491601630224,1.75769973711254,2.44139949692406,1.43134944123561,0.532007872685624,0.560968375444108,-0.3949636951342,2.59162990286862,2.21143163930574,1.74233174917297
"AT1G10760",6.68220985521729,9.33010461774975,10.6334148960253,10.0418385386716,9.27328938029816,8.47965972944067,7.58812639900114,8.95763370673515,10.081833115038,9.78206831048999,8.87612781400775,7.98499651105089
"AT1G11080",3.77726424654222,0.764371882009041,0.574611749989225,2.63225742160477,3.05702886264116,3.65887295378424,3.21471769199692,1.50649526681014,1.80964933452304,1.45177775976607,2.83936585668548,3.80828006889547
"AT1G11210",3.38991151224726,4.00051174153355,5.40837807564759,3.5537448953155,1.70412504491951,0.222979401212606,2.05919795682015,3.33950545645097,4.7911875485674,3.50066828715982,2.21841098423971,0.511406944200151
"AT1G13080",4.25545019442828,3.99665251667273,1.80050787459178,2.03473848251155,3.70950710635397,5.05284342278487,4.59169754478804,4.26239954341656,1.97338166112854,2.54843546224632,3.60226170873522,5.50447898784145
"AT1G13300",0.568395020299149,0.76106533837921,1.11464245605351,3.05124995099203,3.55806398281221,2.9721940557621,0.870343658560239,0.216330728148395,0.860286832944757,1.52050151055813,4.21893894237505,3.68016798447705
"AT1G13420",1.01560228049837,1.38549823799291,0.667228337256347,2.21364366380114,2.46500926490017,1.79032889674553,-0.137679183045494,0.0797256583436119,-0.307778262348243,0.180094367053525,-0.441555434760605,-0.509319430210637
"AT1G13650",4.32935823420786,4.23714972520062,2.89112669474358,1.48786493541976,1.79363510882083,4.36110318828507,4.77473587930348,5.06555936448985,2.50841886477088,1.96611463584797,1.6710708381347,4.07099944805454
"AT1G13930",6.70228373999156,9.54972031439922,10.4920415300741,9.45369465851874,8.43296325709336,7.79591649858103,6.913591803845,9.02684449247472,9.94340088023897,9.21059220348191,7.90830100072223,7.08135388919002
"AT1G14120",2.29973592709189,1.18118298803771,0.0817762015845691,2.27417077652924,1.61751258315826,1.75561724006199,0.329897430498478,0.216330728148395,-0.606399212617775,-0.248265645021274,-0.384112713247247,-0.421587592868502
"AT1G14280",6.40010578392032,4.8067880120083,2.91580297161648,3.1523265469013,4.12231192831327,5.11689536829343,5.71788303814478,4.28301027252421,3.06801050618538,4.08265862576445,4.47068548611024,5.32243400860012
"AT1G15210",3.56917403288313,2.80786046392641,2.27919212132277,4.98308762610444,4.64034884393893,4.47380492430828,1.17362142880889,1.207405070983,0.744833885211653,1.38775463164183,0.859659709261461,1.61405175691094
"AT1G15830",3.72866304808823,2.14168260424426,0.669646670814081,-0.470594676344019,0.126979484693034,1.72788374904148,2.75032296291091,2.35007863299165,0.842542682893355,0.720537308113824,0.415825098051815,2.22243624750844
"AT1G16730",4.62904459098719,4.16259067151975,2.43942955205173,1.66680694278517,1.73930552825318,3.03292961008628,4.33433293693249,4.00564659052284,2.34711158712748,2.11602836198984,1.84117956736782,3.19214456095766
"AT1G16850",0.447827065714085,2.98374584999662,5.25898349089177,4.33293745362752,2.99670999973702,2.4089565022842,0.897601681507887,2.55527716860189,4.53624644492277,5.31883316143126,3.01779023902476,1.43103907870993
"AT1G17180",0.153423846102549,1.90015947931112,1.7338741612909,5.24443377826313,4.32043616938801,4.4584178229505,0.21580218111794,1.06734899432849,0.963536610498721,0.44617225643912,-0.165272989238538,0.715804978671242
"AT1G17665",0.0806299538980366,1.99642358660738,5.53709280070216,3.72275937255655,3.94808027229949,3.16376114760647,1.10103535063683,2.44555342260995,5.37495658249159,3.78177550695442,4.16917149515167,3.18935927977127
"AT1G18330",4.39507336589784,5.80772127087028,4.07460342777136,2.13606802448864,1.27196437632475,2.18195560440179,3.67453566555633,4.6536412842766,2.73908251471213,1.24878198850072,1.17289143556183,1.85462430756495
"AT1G18460",5.92846914262655,4.78388087350007,3.43023774690203,3.6811822896889,4.45630464998538,5.14522489276462,5.67753660603728,4.94883221914968,3.84343096156524,3.90667136703145,4.72142634847565,5.47946790815674
"AT1G18870",1.00527102136233,4.20181179648674,4.77999893094085,3.41709597833659,2.73746331135088,3.00613543452311,2.05905843819302,4.4128557577419,4.47111448900767,3.92751474261174,2.4457895137199,1.97649136065104
"AT1G19310",1.31610884752721,2.63111186228477,3.28958601910758,2.76386292868527,1.74362865122238,1.1243295096437,1.31542317998758,3.03513377214616,3.54402573888313,2.5409163776285,2.15342826093392,1.37449891877031
"AT1G19450",7.35907798114651,8.11819055525932,6.01753920159814,5.24725136819541,6.34811739560438,6.58985624170101,7.38033871210774,7.23901357394476,5.47122463297499,4.98616507498824,6.22207158946318,6.93162562342748
"AT1G19490",5.64516948360945,3.16287953100597,1.35608243700092,1.98416699638079,1.67254607405128,3.43701200956611,4.8667376037621,2.84261361855144,1.76622073356227,1.71228427495093,1.45710868294182,3.3239920981363
"AT1G20070",5.38203838449667,5.33898187540904,3.85149920300273,2.36780658210281,2.72741554809117,3.22804405860711,4.78007440568785,5.20208727947263,4.48077112161172,1.81847793017875,2.90936414873176,3.5394456416389
"AT1G20440",6.39039190681283,9.03084605853072,10.0781014489243,8.33693317040627,7.3170890979084,6.68922363794512,6.11681748999248,7.74706779637313,9.38610556940351,8.27176150534762,7.25270642309893,6.49145545477086
"AT1G20450",6.23198726228244,8.76362467711813,9.37002287499435,7.88419865919564,6.60409212201085,6.38902707546189,6.01466128204738,7.77971464901576,8.79554467947588,7.86105191149125,6.15653530780086,5.71805105286718
"AT1G21050",5.01572149114206,3.37429419015575,2.45288422022018,2.97982665018378,3.58930326947044,4.61469173089838,4.80875153735366,3.11856065633346,2.59669178785591,2.65361888886848,3.98112042452822,4.76413518283866
"AT1G21110",2.88499855522618,3.51061715758355,4.32545755322063,4.34566848792395,3.94056900617227,3.90107829914015,1.34166979643889,2.46269103328545,2.85143400102009,1.86704103306592,0.906200428533509,1.24512324945231
"AT1G21120",2.4298893636724,3.45793147639081,4.50399376946085,3.99755372416382,3.52344358003198,3.42918790743484,1.9814201874854,3.12571890002996,3.40883009743635,2.29982838674272,2.0739249477543,1.56851364177778
"AT1G21910",2.6932807227981,1.71277632304857,0.733698171517287,4.82168211010087,2.6316797269565,2.1561271430084,1.74658705354146,0.907551239339634,0.959152058194489,5.7621160922039,3.15781755876653,2.11842627375487
"AT1G22070",2.9768670750456,5.69049298343376,5.60928732601205,5.26740680967663,4.06190642214269,3.22983850313903,3.30915786877171,5.5048747846109,5.51144347122809,5.12586227014117,3.86101563205491,3.0082151962494
"AT1G22570",2.3996828762404,4.4747333632977,5.30983120385562,3.67770334019469,3.04765097111798,2.00311159205795,1.92049937996946,4.12968234085129,4.74394113857475,3.91082012021519,3.40135809698833,2.71112652086869
"AT1G22770",6.38321896134112,7.67689843558558,8.23554733887354,6.49789860565207,0.910657896477213,0.424006902563296,5.37707827259198,7.2965993633648,7.89407600373023,6.03868651862097,1.22202362259412,0.370974531519368
"AT1G23720",1.75571172169787,3.16274308709519,2.21073372792652,5.82517386782189,5.09734145600156,5.1235541787417,-0.227865952378659,1.50649526681014,0.0410417290268144,0.868475322754933,-0.154666552281234,1.10216096781116
"AT1G24147",1.92702020065026,0.794240574036137,-0.123128519851507,0.0310153146873717,0.0810734383554892,1.3483696702316,2.19291302364624,0.826860738540408,0.782679702098019,1.86848684626736,1.88316944868239,2.80481594320415
"AT1G24580",5.41179906553246,3.94344239758703,1.19838140387337,1.31100623076691,2.25472763449028,3.53045131821104,4.73330421369261,3.75664513821355,1.18975414379668,1.84033946205409,1.95013738625742,3.00656917697568
"AT1G26560",5.46815390579448,4.48360762149151,2.25403287318041,2.80324274347283,3.69090162013623,5.14276237220364,5.22854466569156,4.39008390058006,2.87737807529515,3.47032706562492,3.53597350629664,4.85658743679193
"AT1G27020",4.82158051710773,4.0396487523778,6.20777180978075,6.79737191577,6.95699539941059,5.58216255324637,5.37091593474452,3.67766914345087,6.01797144924152,4.97679519964403,7.39634405389862,7.01727277876754
"AT1G28230",1.19011029510929,3.90546638705816,4.50288473839163,3.85600117462527,2.76806530746354,2.55463287092924,2.3638644103675,4.36334050895423,4.67435417958399,4.59713940112736,3.03028165982943,2.02236844765795
"AT1G28330",1.51258064481258,2.44725689802732,5.24809882939895,4.46536699921539,3.01581344002222,2.09932885663068,0.759540348076269,1.94672116909527,4.96189316791667,5.16101771676713,3.6786612339436,3.20895548643076
"AT1G31173",1.19011029510929,4.34124792675776,4.23418807472072,3.19432910098918,2.86880562031372,1.80720595955859,2.00317035366012,4.09828274280001,3.66024067804287,4.00291123132631,3.21989338586558,2.21584869832299
"AT1G32900",9.54948789753127,8.98394097460779,5.08811361654837,4.76788849848534,5.3256827508499,8.30547166481012,9.24412355403587,7.77080127444332,4.18785499761347,5.31250855640578,4.80269418313606,7.61308167677334
"AT1G33970",2.18702408440967,5.05386959676867,5.77549832285781,4.66077165906969,3.52019585716262,2.66350285982761,2.41652138618483,5.1992318358431,5.7026716106024,4.51791769448631,3.51037160919896,2.85021375933873
"AT1G43800",3.82816781347347,1.29989656959472,0.295901839866571,0.977268957845964,4.65515145666566,3.34262317182796,2.96625174929739,1.70098087845498,0.0232122861019626,0.396751802565267,4.82574110408564,5.38317835638527
"AT1G44446",8.44921448481414,8.25695608961919,6.76474679319575,5.45726197196384,6.51118456598905,8.58844759176569,9.03989708623588,8.71988465139374,6.84202368254616,6.42074285033904,7.1043784954046,8.94178935194587
"AT1G48100",6.4196046588036,5.31372487678989,4.02298431155788,2.0061097922861,2.71574394224888,4.17813773334883,5.59906342521633,4.58236346475808,3.72474164216519,2.03388072518536,1.99056224513776,3.59103802214361
"AT1G48745",2.98832314444482,2.45143295460493,0.827276383658361,1.39089419500681,2.16497061288453,3.00005439886128,2.94994213117454,1.79626019377335,0.663994559295447,1.75132585766093,2.17749397938042,3.11674798971001
"AT1G49560",2.69797720162869,4.61873463515804,5.16229608461043,3.72879462409857,3.50175938659734,3.03344485303811,2.71522142904009,4.73581715117116,5.01911441154192,3.64963125150916,3.27795734317211,2.86333823827714
"AT1G51090",2.07598416344555,5.62014915815521,6.03982142200196,3.12077515762562,0.898801763086053,0.618286505466714,1.73599285669723,5.01659853562849,5.47425676981419,3.70613992747153,1.08671472242244,0.394252942538912
"AT1G51140",3.45959555034764,5.7128581984351,4.8182904374883,5.31779423071944,4.56094319426392,4.57184608264405,3.59474613911853,5.60782412958244,4.845121063503,5.63937501910534,3.68127616366401,3.1403839142064
"AT1G51610",3.62356826489856,6.92066906882303,7.84517837625394,5.39647650092134,4.33967921790025,4.07450140288761,3.68594552635145,6.70787068025504,7.1622307250655,5.20245039143054,4.47814848716656,3.98319063816611
"AT1G51830",1.83913430030913,2.13775584881244,1.33377526521114,4.9027909507868,4.13041118227745,4.48341677680679,0.366433639827575,0.605886242506807,-0.422786285536124,0.516401893395552,1.01215970603623,1.32703690943941
"AT1G53035",0.795457671498549,3.57060248077247,5.20323583059803,2.91937576062677,2.43630942722084,1.56903388513689,1.17882434653716,3.23366463109146,4.72713733936643,2.70222011318094,2.82464530535805,1.89459831007191
"AT1G54660",2.46710115329903,2.51348343030341,1.90256018668565,3.36719742086909,2.95211435308426,3.05392824088984,0.0727380455454414,0.486727632607909,0.993286803829856,0.732983904003277,0.0844380757812675,0.249915264286531
"AT1G55740",1.99355109065603,1.85407638725295,1.98558648955545,3.06007550648834,2.4606189976788,2.50934111850808,0.771240339172131,1.34396335385326,1.3120397889116,0.527420735414596,0.660589521348477,0.322892165257706
"AT1G55960",9.12678658693487,5.55852218821183,3.57629122849184,3.53224536254945,3.48146567744031,6.85127203737935,8.66336940199946,5.23062647518338,3.26277893516678,3.3651906509248,3.40384010316931,7.13174149524158
"AT1G57590",0.0649948473403259,4.14503679440077,3.00639571318431,2.87596783517952,1.09705072057953,1.08106054009555,0.0802197684985928,3.1688907190137,2.7247718675294,2.81995092992975,0.437830605309643,-0.509319430210637
"AT1G58290",9.81035548119045,9.41782464896733,8.54471065582789,7.13821240490251,7.30558768640387,9.06269706138169,9.71165625954968,9.28578004539894,7.7575692872568,7.38752521024177,7.45694985880707,8.83146143611612
"AT1G58520",7.25254381737972,6.76741987784898,4.6261248131666,5.10017548333257,4.81306925134191,6.38351376887183,7.00504813020619,6.34891753042709,4.48523058172659,5.17635638411229,4.5245346841458,5.97464196285857
"AT1G60190",4.28143046334147,3.5064009926143,1.11799353445672,1.0039074433914,2.2698299422233,2.78315982189759,4.40037471583071,3.665921034724,2.64200789776926,1.89993994109233,2.31335291040422,2.66497398201869
"AT1G61800",3.93824306957723,7.28599161591987,4.43256620651145,4.54396798502636,1.71317779696984,1.310776152435,2.96656524722617,5.46889185517784,3.30027600284879,4.85771519619439,1.36300918642652,0.293270882140058
"AT1G62570",3.11970023872618,5.77410691159875,6.13912318800311,4.84780447795245,4.25864839032876,4.47008040275178,3.32456094573786,4.63568630789731,5.88335677787677,4.55431477206197,3.2188675363662,3.28763965464945
"AT1G62710",2.17683553238529,5.83849062896864,5.13910492527306,3.24810854974208,2.03727495652967,2.86115937505683,2.94639284071514,5.98157884538954,4.56408138566339,4.02749102500426,2.33636318853016,1.68108759958803
"AT1G64170",1.16909792744842,4.74239118659663,5.22526016195724,4.7713174270601,3.47756641410188,2.57745183536523,0.575816759933818,3.39611168919498,4.46863917839646,3.1193931265181,2.88060842678804,1.5805952062648
"AT1G64500",8.22791141546429,4.81745741907451,2.16854790281293,3.82407432414004,6.46003392452287,7.17731078160064,7.54782484299236,4.33225151374371,1.78932181633744,3.66887462716083,6.29571004073409,7.36797701576756
"AT1G64720",9.96757338381731,7.6095037389766,6.65357966815206,6.91980230910563,8.0271452150429,8.79968774952884,9.08494512116596,7.89517631006081,6.99574751034205,7.57438099487532,8.37351964497501,9.25526881323403
"AT1G64780",7.26019950080388,6.11609401758723,2.75776145510018,4.98190304126349,5.34324985263539,6.33849130053198,6.95161287779883,4.97005844133484,2.82679615968247,4.44430784574191,4.27520297326884,5.35699305336474
"AT1G64890",1.17754649218866,4.45330144117391,5.28620450876306,3.13129312045788,2.47467938116737,2.09064323618411,1.40534823698315,3.91458781117177,5.12369024694686,3.48295262800502,2.75456010688585,1.9539215464339
"AT1G65490",5.5451817273598,2.99424655046859,1.29774208199744,2.30567800010003,3.56565729568502,4.78926888028549,5.12065056636829,2.46530775931872,1.04148043039572,3.44990217434316,3.3928993687646,4.7166656503166
"AT1G65690",1.49613894326755,2.25035330362098,2.1591362222618,3.96765257166794,3.48546332732916,3.25398150491705,0.364385669030933,1.09871743392142,1.32951631152727,0.934539854394506,0.612311718008215,0.834864938718838
"AT1G65870",4.89927638457954,2.57001930433487,0.669646670814081,1.38258279834011,2.05345823057083,3.6945296550355,4.46988309499141,2.67451025176367,1.0980796003308,2.12449728836494,2.48179812483176,3.77238922409066
"AT1G66100",6.88923248826085,5.41835899708003,4.10486958215575,1.80097929355522,3.62710160952435,6.04692297894608,7.58193057343992,6.81628214244457,5.75705055786418,4.61080666945239,4.81950880087779,6.655018995412
"AT1G66270",2.84626036961339,3.23669792057282,2.65726780030045,5.77490005298072,5.10869723445933,5.27509808540358,-0.71575375016101,0.286424711039542,0.273248250242176,1.35764412892487,-0.502790332454567,1.83130849489122
"AT1G66330",7.74830734132185,6.25041186906317,4.8158291226863,4.99687426884431,5.95119902022524,6.77631415359458,7.47075543715572,6.17854214371929,4.42872833164572,4.57684931782659,5.69713274184976,6.69078480139606
"AT1G66725",4.72042636975584,2.26980151560317,0.911895711862994,2.73686255297124,1.75358269594238,2.58965057628355,3.65914378532807,1.81217941089465,0.609851128344459,0.00998612163803658,0.959007206350607,1.68595704915007
"AT1G66760",5.6374407511635,3.5938906357652,1.89794893057684,1.94800747150542,2.68800078995025,3.82865188825032,4.90242053486328,3.55627386073833,2.44563788860269,2.67980824792988,3.66967026900173,4.80978324660773
"AT1G67970",1.23038363460941,2.99681671994918,4.42700355095705,2.69998518397743,1.79942276858342,1.31434933886178,0.590230510823516,2.89503382020384,4.00413327202585,2.83061463457769,2.18137553514096,1.07594367853053
"AT1G68440",7.57016318400039,3.93117299769191,1.82831842393012,4.83134696982085,5.3369260825599,6.68177635290106,6.58177539927219,3.16196659584601,1.52216724516189,5.34430295023175,5.13260028241186,6.74776548497147
"AT1G68840",3.06039725445296,3.91811819088442,2.5389915291015,4.98718818062416,4.34348666771623,4.93711799958599,3.12548242485736,4.32087649031973,3.41935946832064,5.54410782903949,5.36810824721323,5.74252399903657
"AT1G69040",3.92130825966721,6.1511830692942,6.51423404234757,5.37704489574047,4.92929382031643,4.02804469522027,3.50641629274971,5.33128720020645,5.97234564469818,5.17207022464541,4.95321330956241,4.10051326007474
"AT1G69140",-0.559420155355702,5.91845065345743,8.22555757466325,5.14551123735554,3.77218317802103,3.69344543619123,1.58315383769411,5.52391456569627,7.93840007245496,6.32065259705636,3.84442349697875,3.20520909230423
"AT1G69530",8.50599481563997,6.78886647462746,6.21327013387953,4.9505443859759,7.10103959603046,7.36143538225731,8.07414972571152,6.90153940325733,6.72500936344364,5.02010241328313,7.80136392089002,8.26198404587562
"AT1G69730",5.33806176180879,4.14343824885713,2.92138892725192,3.47850860332893,4.6261674888722,5.27816516107472,5.61384129650726,4.18883088411481,3.35780226250413,3.90445086312088,5.26785590413911,5.66126322450632
"AT1G69890",2.14446779959889,1.45447936212005,3.81950873191374,3.22405980158841,2.56249430545893,2.33653437831465,1.4440691537554,1.16750868431089,3.5916364561493,3.67816734148446,3.03187647201124,2.34274750917608
"AT1G70820",3.03230889076857,6.74771173590485,7.21268026748653,5.97989783991785,5.4357843481545,4.42368555899737,4.11871522261908,7.31543885178464,7.29805006318196,6.13587609019595,5.45053374531658,4.69517869406421
"AT1G70985",4.03328700607596,3.02423654333582,1.40437531306401,1.20127903486518,1.43760880607752,3.73003090576371,4.220230751394,2.65343993914794,0.923723289515932,1.52911655517584,1.14417428570984,3.08979422983479
"AT1G71030",2.89691864786717,4.95518013111952,3.73058627558568,3.35018991548768,1.79560286740977,1.96153310415696,1.89422485062163,4.91104006407749,3.50050296879057,3.78734655838713,2.14674962326386,1.78561013790901
"AT1G72416",0.261187089156714,2.80172545585895,3.63710385910517,4.30392035675666,2.16653617767153,0.729595003687717,0.0780678165905435,2.44699747768184,3.33485787937976,5.30694962228574,2.33777088874748,0.952592849371359
"AT1G73010",2.78626517048917,2.96870534330826,1.9074133048505,2.52139203772856,1.24167809328964,0.620764123320533,3.18816191973072,4.02998329445506,2.00568064852111,1.86912597797248,0.250535892644903,0.353483964774427
"AT1G73330",4.95604367656127,4.74213193253504,3.36925548632498,4.68258872335671,4.4484795096491,4.12051583369311,1.8021159873829,1.92018909393313,2.23345703014915,1.71969560763684,1.58566203088953,1.77548301276338
"AT1G73480",4.65014639770272,6.29086320791484,5.76642886800799,2.68686346734111,1.50753416252608,1.85304016101045,4.06640866474381,6.35757419243825,5.64855425908076,3.49292435291268,1.31030314549768,2.73345741158408
"AT1G74670",7.52312138056134,2.6932213619501,2.89391797808496,2.43123024155063,4.71120859216986,5.27050368249753,5.39570789207963,3.58811021910887,4.19476181983316,4.4341697547514,5.49752322963724,6.86129866405065
"AT1G74940",1.15499827775012,4.5988572049879,4.52835297932854,3.47577829493018,3.31083309708311,2.77307535570278,1.57680196367843,4.13566130264243,4.29998946122525,3.1936115366227,3.2659736292691,2.37148829575729
"AT1G75100",6.53944651791805,5.4857793152427,3.61070939442339,2.89588902703327,4.68805706977804,6.30045601090602,6.50345279851507,5.60422150521191,3.30982379448018,3.81831569932671,5.1664474056712,6.52613300983118
"AT1G76590",2.83596797237956,3.60660855664831,4.68190485578597,2.15031094746258,1.46402874730539,0.494873852772438,1.25821651628152,2.88345453287821,4.03810048407245,2.09877139540707,1.65142993081403,0.97532116083494
"AT1G76790",3.15087013803422,5.04403722432132,7.2601934269075,5.79134914559635,4.72327341427956,4.36857994058351,1.62498215132208,4.70590229887094,6.80090750170454,5.50037377767775,2.79099918147926,2.1170780262326
"AT1G76955",-0.465156873506057,2.51085101546778,2.58611977652634,2.08719720596454,1.30001710410374,1.01876579118332,0.15118985337686,2.84022758587965,2.54924329717046,2.2233237899996,1.05760138362527,0.263273861017404
"AT1G76960",0.162962035356469,2.69106389079254,2.17267157229401,1.42649572645086,0.816415985603822,0.509969428471656,0.243089401895297,2.71473298546252,1.90948884356881,2.71525299529162,1.50313954896803,1.29511995823624
"AT1G77120",3.29251990057551,3.67905022253562,7.42088019405018,6.5893004746163,6.09548061666916,4.43262105379582,3.64135717995051,3.70970877135608,6.15378167022004,5.98230513449954,5.8168636645222,5.53859664328937
"AT1G77760",8.60928605995667,6.54492289695687,5.43777563285954,7.02909911196245,8.59571982586735,8.22416300212686,8.43771438639211,6.2274082401713,6.3751486257147,7.05035378494682,9.29909046963859,9.14240365608552
"AT1G78070",6.69428826709587,6.43465982521208,5.36032032061382,4.27401970854889,4.08669524206818,5.06980376520142,6.16219091282018,6.03007455951901,5.62523155997305,4.6741744408621,4.1887656744089,5.08507289953303
"AT1G78230",6.07042096293349,4.01138544354971,2.27891744651299,3.40512977494631,4.68237121858824,5.46909990319924,5.67691731294057,4.40000358086762,3.57487442635745,4.82262426240967,4.97886135066089,5.6261122800903
"AT1G78290",5.1352413352081,3.47528735261708,1.96782007640821,3.02089607126646,4.18390607117886,5.44540529754267,5.39997239194732,3.4452433064127,1.89004197792648,3.39414157853211,3.94133859951833,5.22195248529771
"AT1G78510",8.59629316969297,7.20901373040865,5.3958885369777,5.12826134935283,5.92467189662861,6.59205051315707,7.68700405697932,6.2927545746221,4.80679462216357,5.00653275173383,5.84373531662432,6.44067703430347
"AT1G78600",3.94292894788892,7.1155755643345,6.69539823771886,4.12318510046934,2.81144182168021,2.29990783263973,2.81258930349898,6.13460169424553,5.67597065866664,3.50813548876974,2.40178951004141,1.83130849489122
"AT1G79270",7.7002329832571,5.98004727140128,4.07200116903157,5.45353767059551,5.14182841469299,5.98543705918478,6.80368532523475,5.42481842239563,3.72426372744271,3.9543640156688,4.44291996697818,5.62558576858764
"AT1G79700",3.51394409269255,0.856338259213093,0.757860453208004,1.42629577247194,2.54004585691278,2.33220057943554,2.79157767709567,0.674819676419355,1.71691167416461,2.07203513193884,3.10396891182136,3.35673978546833
"AT1G80440",0.544407874187585,2.33367231431964,1.8931421613732,3.47847249097352,2.38586463808779,1.5804667092591,0.247367980777171,2.42105346481253,2.79815402729811,4.94589692295483,3.6997362463732,3.60457522225574
"AT2G02120",1.17754649218866,2.05169692540847,4.02444486588393,5.21115671589401,4.54545315918501,4.41029354034944,1.04306495316002,2.03837129047264,1.66596444676241,1.60452484948074,0.589753868514284,0.56009740626491
"AT2G03310",1.05063359058542,3.14113453309184,3.58045491005747,2.80899755767924,2.16142351790976,1.32388750316812,0.632667235093256,3.36145777199608,3.36267758432035,2.79424285896194,2.15466740250465,0.791245948385089
"AT2G04050",3.2257081607872,1.26012753206321,0.805998263341746,1.92006382633241,2.28801863517062,1.30019862966108,3.91512933464342,1.59697624826279,0.15515016698663,0.393774080111312,2.48685999352183,3.30860404299467
"AT2G04795",2.76811292758092,0.898469814114574,0.618210138570115,1.78435928662475,2.61433274200846,3.35538981234125,2.45171806652159,0.561713757766674,0.566157077866969,1.74071475000664,2.71847725148441,3.68767405024778
"AT2G05070",11.4754629095658,11.3478416459773,10.6724736343999,7.01655244178725,5.48656880726442,9.2385783040043,11.5815551901343,11.7562485187107,10.6046700894823,7.85308582637844,6.32069173397469,9.75854337956772
"AT2G05100",11.729926192132,11.6888370446547,10.881314802467,7.31232046540425,6.46368406635427,10.0174109066313,11.8086991424062,11.861146234706,10.6783033199348,7.92722236986017,7.08426177441421,10.4749845135442
